レアリティ,キャラクター名,カード名,タイプ,所持スキル
SR,エアグルーヴ,副会長の一刺し,根性,"ペースキープ,テンポアップ,追込焦り,追込ためらい,中距離直線○,地固め,臨機応変,直線加速,2021.02.24"
SR,エイシンフラッシュ,0500・定刻通り,スピード,"根幹距離○,直線加速,差し直線○,差しコーナー○,がんばり屋,徹底マーク○,末脚,2021.02.24"
SR,キングヘイロー,一流プランニング,スピード,"良バ場○,曇りの日○,外枠得意○,コーナー回復○,様子見,詰め寄り,末脚,2021.02.24"
SR,ダイワスカーレット,努力は裏切らない！,賢さ,"対抗意識○,好位追走,抜け出し準備,前途洋々,テンポアップ,ギアシフト,スタミナキープ,まき直し,2021.02.24"
SR,ナイスネイチャ,…ただの水滴ですって,根性,"小倉レース場○,コーナー加速○,隠れ蓑,臨機応変,差しためらい,ささやき,小休憩,鋭い眼光,ペースアップ,別腹タンク,2021.02.24"
SR,ナリタタイシン,波立つキモチ,スピード,"隠れ蓑,ウマ込み冷静,後方待機,仕掛け抜群,追込コーナー○,まなざし,一匹狼,追い上げ,お見通し,2021.02.24"
SR,ヒシアマゾン,テッペンに立て！,パワー,"スタミナキープ,直線一気,追込直線○,先行のコツ○,追込のコツ○,追込ためらい,仕掛け抜群,2021.02.24"
SR,ビワハヤヒデ,検証、開始,パワー,"阪神レース場○,道悪○,曇りの日○,外枠得意○,追込駆け引き,内弁慶,追い上げ,2021.02.24"
SR,フジキセキ,やれやれ、お帰り,賢さ,"夏ウマ娘○,曇りの日○,トリック,マイルコーナー○,負けん気,抜け出し準備,追込焦り,2021.02.24"
SR,マーベラスサンデー,マーベラス☆大作戦,賢さ,"直線巧者,ペースアップ,逃げためらい,先行ためらい,尻尾上がり,阪神レース場○,2021.02.24"
SR,マチカネフクキタル,運の行方,賢さ,"函館レース場○,ウマ込み冷静,トリック,差しコーナー○,小休憩,ラッキーセブン,スリーセブン,右回り○,2021.02.24"
SR,マヤノトップガン,カワイイ＋カワイイは〜？,スタミナ,"非根幹距離○,コーナー巧者○,直線巧者,直線回復,垂れウマ回避,臨機応変,集中力,2021.02.24"
SR,マンハッタンカフェ,雨の独奏、私の独創,スタミナ,"道悪○,雨の日○,長距離直線○,パス上手,スタミナイーター,登山家,非根幹距離○,読解力,2021.02.24"
SR,ミホノブルボン,鍛えぬくトモ,パワー,"雪の日○,先駆け,逃げ直線○,逃げコーナー○,集中力,コーナー回復○,2021.02.24"
SR,メイショウドトウ,幸せと背中合わせ,根性,"非根幹距離○,良バ場○,内枠得意○,伏兵○,ホークアイ,差し直線○,ふり絞り,先行コーナー○,抜け出し準備,2021.02.24"
SR,メジロドーベル,目線は気にせず,賢さ,"京都レース場○,晴れの日○,テンポアップ,食い下がり,差しのコツ○,負けん気,差し切り体勢,2021.02.24"
SR,メジロライアン,鍛えて、応えて！,パワー,"道悪○,雨の日○,テンポアップ,中距離直線○,ペースキープ,垂れウマ回避,2021.02.24"
SR,ユキノビジン,シチーガール入門＃,根性,"中山レース場○,冬ウマ娘○,食い下がり,中距離コーナー○,コーナー加速○,2021.02.24"
SR,桐生院葵,共に同じ道を！,友人,"なし,おひとり様○,追込ためらい,ふり絞り,逃げけん制,2021.02.24"
SR,スイープトウショウ,見習い魔女と長い夜,スピード,"ポジションセンス,トリック,ささやき,お見通し,下校の楽しみ,スリップストリーム,ラッキーセブン,おひとり様○,冷静,一匹狼,2021.03.02"
SR,ダイタクヘリオス,パリピ・ぱーりないと！,パワー,"ペースアップ,スタミナキープ,マイルコーナー○,ギアシフト,スピードイーター,シンパシー,スリップストリーム,伏兵○,直滑降,展開窺い,2021.03.09"
SR,イクノディクタス,準備運動は怠るべからず,賢さ,"隠れ蓑,ウマ込み冷静,ホークアイ,読解力,鋭い眼光,トリック,逃げ駆け引き,追込駆け引き,2021.03.18"
SR,ナイスネイチャ,むじゃむじゃむじゃき,賢さ,"小倉レース場○,コーナー加速○,隠れ蓑,臨機応変,差しためらい,ささやき,小休憩,鋭い眼光,ペースアップ,伏兵○,2021.03.30"
SR,ニシノフラワー,あなたにささげる,パワー,"阪神レース場○,根幹距離○,良バ場○,上昇気流,先行コーナー○,直線巧者,直線加速,2021.04.15"
SR,ゼンノロブロイ,おすすめ本、あります！,スタミナ,"直線巧者,ポジションセンス,垂れウマ回避,臨機応変,巧みなステップ,読解力,先行のコツ○,差しのコツ○,中距離直線○,鋭い眼光,2021.04.26"
SR,シーキングザパール,世界の真珠、その名は,根性,"良バ場○,ペースキープ,スプリントギア,展開窺い,短距離直線○,負けん気,ウマ好み,ラッキーセブン,ギアシフト,2021.05.17"
SR,シンコウウインディ,／／／WARNING GATE／／／,スピード,"［／／／WARNING,GATE／／／］シンコウウインディ,道悪○,対抗意識○,抜け出し準備,逃げためらい,負けん気,ギアシフト,2021.06.21"
SR,メジロアルダン,その心に吹きすさぶ,賢さ,"左回り○,好位追走,軽やかステップ,先行コーナー○,先行のコツ○,先行ためらい,2021.07.12"
SR,トーセンジョーダン,nail on Turf,スタミナ,"［nail,on,Turf］トーセンジョーダン,伏兵○,スタミナキープ,位置取り押し上げ,中距離直線○,中距離コーナー○,先行直線○,ラッキーセブン,ペースアップ,2021.08.20"
SR,ファインモーション,GRMAラーメン♪,パワー,"右回り○,秋ウマ娘○,外枠得意○,直線加速,垂れウマ回避,コーナー巧者○,食い下がり,2021.09.20"
SR,シリウスシンボリ,一等星は揺らがない,根性,"道悪○,抜け出し準備,中距離コーナー○,一匹狼,かく乱,巧みなステップ,2021.10.20"
SR,ウオッカ,うるさい監視役,スピード,"東京レース場○,直線巧者,直線加速,直線回復,末脚,差し切り体勢,上昇気流,マイル直線○,中距離直線○,垂れウマ回避,マイルコーナー○,2021.11.19"
SR,イナリワン,泥濘一笑、真っつぐに,パワー,"春ウマ娘○,冬ウマ娘○,徹底マーク○,ペースアップ,鋭い眼光,尻尾上がり,前列狙い,砂塵慣れ,京都レース場○,大井レース場○,2021.12.14"
SR,タマモクロス,これがウチらのいか焼きや！,根性,"前途洋々,差し駆け引き,差し焦り,中距離コーナー○,イナズマステップ,軽やかステップ,十万バリキ,ウマ込み冷静,先行コーナー○,差しコーナー○,2022.01.11"
SR,アイネスフウジン,頑張るキミに！,賢さ,"食い下がり,スピードイーター,勢い任せ,スリップストリーム,遊びはおしまいっ！,急ぎ足,中距離直線○,シンパシー,根幹距離○,押し切り準備,2022.02.08"
SR,スペシャルウィーク,1日の終わりに,パワー,"道悪○,末脚,スタミナキープ,食い下がり,先行直線○,栄養補給,まき直し,別腹タンク,真っ向勝負,2022.02.24"
SR,メジロライアン,鼓動が速まるクールダウン,スタミナ,"差し切り体勢,テンポアップ,中距離直線○,ペースキープ,差し直線○,2022.02.24"
SR,アドマイヤベガ,一等星を目指して,根性,"仕掛け抜群,束縛,追込直線○,冷静,策士,先行けん制,追込のコツ○,2022.02.24"
SR,サクラバクシンオー,響け！模範的あいさつ！,パワー,"スプリントギア,逃げ駆け引き,逃げ焦り,短距離直線○,短距離コーナー○,大きなリード,善後策,後方釘付,詰め寄り,尻尾上がり,2022.02.24"
SR,カレンチャン,ほっと♪きゅーとメモリー,スピード,"スプリントギア,差しためらい,短距離直線○,仕掛け準備,かく乱,後方釘付,巧みなステップ,短距離コーナー○,2022.03.07"
SR,スマートファルコン,ギリギリ！？UMADOL,根性,"道悪○,曇りの日○,大井レース場○,逃げ直線○,逃げのコツ○,レコメンド,前列狙い,押し切り準備,先頭プライド,2022.04.01"
SR,スイープトウショウ,おてんば魔女、修行中。,賢さ,"ポジションセンス,ささやき,追込コーナー○,お見通し,下校の楽しみ,追込のコツ○,スリップストリーム,トリック,追込けん制,追込直線○,2022.04.11"
SR,トウカイテイオー,Step! Smile! Wink!,スタミナ,"［Step!,Smile!,Wink!］トウカイテイオー,ポジションセンス,垂れウマ回避,臨機応変,イナズマステップ,軽やかステップ,巧みなステップ,先行直線○,中距離コーナー○,2022.05.10"
SR,オグリキャップ,好きなんだ、ご飯が,根性,"コーナー加速○,垂れウマ回避,末脚,アクセラレーション,負けん気,地固め,気合十分,恐れぬ心,中山レース場○,道悪○,2022.06.20"
SR,ゴールドシチー,金色を目指して,賢さ,"雨の日○,伏兵○,展開窺い,尻尾上がり,一匹狼,小休憩,直線回復,雪の日○,2022.07.11"
SR,エルコンドルパサー,泥まみれのコンパネーロ,スピード,"根幹距離○,抜け出し準備,テンポアップ,先行直線○,真っ向勝負,晴れの日○,先行コーナー○,2022.07.20"
SR,セイウンスカイ,ゆるっと、まにまに,賢さ,"先駆け,急ぎ足,先行ためらい,差し駆け引き,逃げのコツ○,地固め,リードキープ,差しためらい,二の矢,2022.08.19"
SR,ケイエスミラクル,The 3rd MIRACLE,根性,"［The,3rd,MIRACLE］ケイエスミラクル,上昇気流,短距離コーナー○,善後策,先行直線○,先行のコツ○,攻めの姿勢,軽い足取り,短距離直線○,2022.09.20"
SR,ツルマルツヨシ,『フレフレ、ツヨシ！』,根性,"伏兵○,テンポアップ,あやしげな作戦,闘争心,フルスロットル,がんばり屋,差し直線○,2022.10.19"
SR,ナリタトップロード,ストップ、委員長！,パワー,"右回り○,非根幹距離○,良バ場○,好位追走,抜け出し準備,テンポアップ,内枠得意○,2022.11.17"
SR,テイエムオペラオー,偉大なるフォトグラフィーア,スタミナ,"非根幹距離○,コーナー回復○,直線巧者,スタミナキープ,抜け出し準備,テンポアップ,長距離コーナー○,真っ向勝負,影打,好位追走,2022.12.20"
SR,アストンマーチャン,添付ファイル、温めますか？,スピード,"道悪○,先駆け,短距離直線○,抜け駆け禁止,危険回避,リスタート,地固め,軽い足取り,仕掛け準備,善後策,おひとり様○,後方釘付,しゃかりき,2023.01.20"
SR,ジャングルポケット,デッド・エンド【通せん坊】,スピード,"差しコーナー○,追込コーナー○,早仕掛け,ワンチャンス,恐れぬ心,キレる脚,切れ味,がむしゃら,前のめり,直線一気,2023.02.24"
SR,メジロドーベル,ふわり、さらり,根性,"右回り○,非根幹距離○,中距離コーナー○,イナズマステップ,束縛,ワンチャンス,負けん気,京都レース場○,2023.02.24"
SR,シンボリルドルフ,放課後、君が笑った,スタミナ,"逃げけん制,先行けん制,差しけん制,追込けん制,長距離直線○,長距離コーナー○,影打,がむしゃら,雨の日○,コーナー回復○,右回り○,2023.02.24"
SR,アグネスタキオン,嗚呼素晴らしき甘味哉,パワー,"右回り○,中山レース場○,テンポアップ,中距離直線○,束縛,先行のコツ○,真っ向勝負,あやしげな作戦,攻めの姿勢,差しのコツ○,2023.02.24"
SR,ヒシアケボノ,甘～い浮き輪を召し上がれ,パワー,"晴れの日○,コーナー加速○,スプリントギア,短距離コーナー○,善後策,仕掛け準備,向上心,短距離直線○,2023.03.20"
SR,ゴールドシップ,ゴルシ印のスペシャリテ,スタミナ,"後方待機,直線一気,内弁慶,逃げ駆け引き,先行駆け引き,差し駆け引き,追込駆け引き,パス上手,追い上げ,スタミナイーター,目くらまし,追込直線○,追込コーナー○,お見通し,下校の楽しみ,策士,まなざし,追込のコツ○,ウマ好み,シンパシー,早仕掛け,あやしげな作戦,打開策,切れ味,阪神レース場○,2023.04.19"
SR,マルゼンスキー,激マブ！ドライブ♪,賢さ,"中山レース場○,先駆け,押し切り準備,積極策,アクセラレーション,スピードイーター,しとやかな足取り,負けん気,危険回避,マイルコーナー○,2023.05.19"
SR,サイレンススズカ,夕立の向こうからのぞく,スピード,"左回り○,良バ場○,晴れの日○,急ぎ足,逃げ直線○,リスタート,ふり絞り,向こう見ず,先頭プライド,逃げコーナー○,2023.06.09"
SR,コパノリッキー,ラッキーの神様は早起き！,根性,"大井レース場○,先行のコツ○,レコメンド,前列狙い,船橋レース場○,盛岡レース場○,交流重賞○,砂浴び○,明るい兆し,小回り○,泥遊び○,踏み込み上手,2023.06.19"
SR,グラスワンダー,よい茶の飲み置き,パワー,"位置取り押し上げ,外差し準備,マイルコーナー○,負けん気,十万バリキ,鋭い眼光,先行駆け引き,徹底マーク○,先行焦り,差し切り体勢,2023.07.21"
SR,キタサンブラック,お助け大将と小さな魔女,スタミナ,"コーナー巧者○,コーナー回復○,直線回復,別腹タンク,リードキープ,逃げ直線○,粘り腰,長距離コーナー○,2023.08.31"
SR,タイキシャトル,あまえんぼNight,賢さ,"積極策,マイルコーナー○,ギアシフト,アクセラレーション,スピードイーター,抜け出し準備,心弾んで,2023.09.20"
SR,ナイスネイチャ,とびっきりの金メダル,スタミナ,"差し切り体勢,ささやき,がんばり屋,小休憩,鋭い眼光,静かな呼吸,ペースアップ,末脚,2023.10.19"
SR,マチカネホンタイザ,あくもー退散！？,スピード,"［あくもー退散！？］マチカネタンホイザ,ウマ込み冷静,位置取り押し上げ,追い上げ,スタミナイーター,差し直線○,静かな呼吸,逃げけん制,一歩から,2023.11.09"
SR,ヴィルシーナ,長姉は大変？,根性,"東京レース場○,根幹距離○,ポジションセンス,急ぎ足,二の矢,積極策,向こう見ず,2023.11.20"
SR,ロイスアンドロイス,『最強』は作れる！,不明,2023.12.20
SR,タニノギムレット,ギャランホルンを磨き上げよ,不明,"［ギャラルホルンを磨き上げよ］タニノギムレット,2024.01.19"
SR,トーセンジョーダン,Time flies,スピード,"［Time,flies］トーセンジョーダン,伏兵○,臨機応変,抜け出し準備,テンポアップ,中距離直線○,自信家,中盤巧者,ラッキーセブン,食らいつき,2024.02.24"
SR,ヤエノムテキ,護るべきは無垢の瞳,スタミナ,"ペースキープ,末脚,好位追走,食い下がり,中距離コーナー○,闘争心,向上心,勝利に向かって,2024.02.24"
SR,タップダンスシチー,Cheers!,根性,"東京レース場○,直線加速,前途洋々,テンポアップ,危険回避,気迫を込めて,自信家,中盤巧者,先頭プライド,粘り腰,2024.03.21"
SR,エアシャカール,道端フィードバック,パワー,"直線加速,仕掛け抜群,追込直線○,冷静,打開策,鬼気迫って,ペースキープ,たぎる血潮,2024.04.09"
SR,ダンツフレーム,ぬりぬりシェイプアップ！,賢さ,"ペースアップ,中距離直線○,イナズマステップ,ウマ好み,ありったけ,闘争心,食らいつき,中盤巧者,確かな足取り,2024.05.10"
SR,マチカネフクキタル,お守りパワーで福徳円満！,パワー,"スピード,追い上げ,スタミナイーター,ラッキーセブン,スリーセブン,マイペース,中盤巧者,非根幹距離○,2024.07.09"
SR,メジロパーマー,救いはあるよっ♪,スタミナ,"コーナー巧者○,深呼吸,別腹タンク,リードキープ,勢い任せ,影打,脇目も振らず,中盤巧者,道悪○,バイブス上昇,2024.08.14"
SR,マーベラスサンデー,みんなにグッドマーベラス☆,根性,"右回り○,直線加速,ペースアップ,好位追走,テンポアップ,巧みなステップ,ワンチャンス,阪神レース場○,先行直線○,2024.08.24"
SR,サクラローレル,君の花衣,賢さ,"隠れ蓑,臨機応変,深呼吸,パス上手,スタミナイーター,がむしゃら,込み上げる熱,先行けん制,大急ぎ,2024.09.10"
SR,ノースフライト,お任せ！オートクチュール,パワー,"根幹距離○,ペースアップ,臨機応変,積極策,マイルコーナー○,アクセラレーション,向こう見ず,風切り,心弾んで,攻めの姿勢,2024.11.08"
SR,バブルガムフェロー,先陣スプラッシュ！,スピード,"ペースアップ,臨機応変,栄養補給,向上心,序盤巧者,飛躍の予感,真っ向勝負,決定打,2024.12.10"
SR,メジロラモーヌ,月下麗人,スタミナ,"ペースアップ,食い下がり,軽やかステップ,ありったけ,闘争心,しとやかな足取り,光差す方へ,中距離コーナー○,正面突破,2025.01.10"
SR,ラッキーライラック,喜びの咲く刻,賢さ,"非根幹距離○,コーナー加速○,食い下がり,中距離コーナー○,軽やかステップ,自信家,光差す方へ,克己心,アグレッシブ,2025.02.24"
SR,メジロマックイーン,メロンなささやき,根性,"ペースキープ,ウマ込み冷静,深呼吸,先行のコツ○,攻めの姿勢,勝利に向かって,決定打,熱狂的,先駆け,影打,2025.02.24"
SR,ライスシャワー,『しあわせの青いバラ』,スピード,"京都レース場○,深呼吸,栄養補給,登山家,折れない心,狙いを定めて,熱狂的,良バ場○,本領発揮,2025.03.11"
SR,デアリングハート,Daring Music,パワー,"［Daring,Music］デアリングハート,ペースアップ,臨機応変,抜け出し準備,積極策,ギアシフト,負けん気,シンパシー,風切り,アグレッシブ,後先恐れず,2025.04.10"
SR,カレンブーケドール,一輪ずつ、喜びを束ねて,スタミナ,"コーナー回復○,ペースアップ,好位追走,軽やかステップ,栄養補給,攻めの姿勢,勝利に向かって,飛躍の予感,光差す方へ,さらなる高みへ,テンポアップ,2025.05.12"
SR,カワカミプリンセス,私たちのプリンセス流儀,根性,2025.07.11
SR,ビコーペガサス,ニャンともイカすヒーローさ,賢さ,2025.09.09
SR,サクラチトセオー,静寂を煎じ,スピード,2025.10.10
SR,ホッコータルマエ,続け故郷へ、けっぱり道！,パワー,2025.11.10
SR,メジロドーベル,ぬくもりフォー・ユー,スピード,2025.12.11
R,アイネスフウジン,トレセン学園,根性,"食い下がり,スピードイーター,勢い任せ,スリップストリーム,遊びはおしまいっ！,急ぎ足,2021.02.24"
R,アグネスタキオン,トレセン学園,賢さ,"テンポアップ,中距離直線○,中距離コーナー○,束縛,差しのコツ○,2021.02.24"
R,アグネスデジタル,トレセン学園,パワー,"隠れ蓑,ウマ込み冷静,マイル直線○,布石,中距離直線○,差し直線○,雨の日○,道悪○,2021.02.24"
R,ウイニングチケット,トレセン学園,根性,"良バ場○,曇りの日○,位置取り押し上げ,差し切り体勢,外差し準備,差しコーナー○,2021.02.24"
R,ウオッカ,トレセン学園,パワー,"東京レース場○,直線巧者,直線加速,直線回復,末脚,差し切り体勢,上昇気流,マイル直線○,中距離直線○,垂れウマ回避,2021.02.24"
R,エアグルーヴ,トレセン学園,根性,"ペースキープ,テンポアップ,追込焦り,追込ためらい,中距離直線○,地固め,臨機応変,2021.02.24"
R,エアシャカール,トレセン学園,賢さ,"追い上げ,冷静,策士,ペースアップ,2021.02.24"
R,エイシンフラッシュ,トレセン学園,スピード,"根幹距離○,直線加速,差し直線○,差しコーナー○,がんばり屋,徹底マーク○,2021.02.24"
R,エルコンドルパサー,トレセン学園,パワー,"根幹距離○,晴れの日○,抜け出し準備,テンポアップ,中距離直線○,ホークアイ,先行直線○,2021.02.24"
R,オグリキャップ,トレセン学園,パワー,"曇りの日○,コーナー巧者○,コーナー加速○,集中力,垂れウマ回避,末脚,テンポアップ,アクセラレーション,栄養補給,地固め,中山レース場○,2021.02.24"
R,キングヘイロー,トレセン学園,スピード,"良バ場○,曇りの日○,外枠得意○,コーナー回復○,様子見,詰め寄り,末脚,2021.02.24"
R,グラスワンダー,トレセン学園,根性,"中山レース場○,対抗意識○,末脚,位置取り押し上げ,差し切り体勢,上昇気流,先行焦り,束縛,先行駆け引き,徹底マーク○,2021.02.24"
R,ゴールドシチー,トレセン学園,スピード,"札幌レース場○,展開窺い,アクセラレーション,小休憩,2021.02.24"
R,ゴールドシップ,トレセン学園,スタミナ,"後方待機,直線一気,内弁慶,追い上げ,目くらまし,お見通し,下校の楽しみ,策士,まなざし,追込のコツ○,登山家,ウマ好み,地固め,シンパシー,阪神レース場○,2021.02.24"
R,サイレンススズカ,トレセン学園,スピード,"集中力,先駆け,急ぎ足,押し切り準備,前途洋々,逃げ直線○,逃げコーナー○,逃げのコツ○,先頭プライド,左回り○,2021.02.24"
R,サクラバクシンオー,トレセン学園,スピード,"スプリントギア,逃げ駆け引き,逃げ焦り,短距離直線○,短距離コーナー○,大きなリード,善後策,後方釘付,詰め寄り,2021.02.24"
R,シンボリルドルフ,トレセン学園,賢さ,"好位追走,逃げけん制,先行けん制,差しけん制,追込けん制,束縛,先行のコツ○,地固め,雨の日○,2021.02.24"
R,スーパークリーク,トレセン学園,スタミナ,"良バ場○,コーナー回復○,ペースアップ,末脚,先行ためらい,深呼吸,2021.02.24"
R,スペシャルウィーク,トレセン学園,根性,"道悪○,雨の日○,末脚,外差し準備,食い下がり,栄養補給,差しのコツ○,別腹タンク,2021.02.24"
R,スマートファルコン,トレセン学園,パワー,"道悪○,曇りの日○,外枠得意○,コーナー回復○,大井レース場○,二の矢,リスタート,逃げのコツ○,押し切り準備,2021.02.24"
R,セイウンスカイ,トレセン学園,スタミナ,"内枠得意○,伏兵○,トリック,差し駆け引き,先行ためらい,尻尾上がり,リードキープ,2021.02.24"
R,タイキシャトル,トレセン学園,スピード,"好位追走,抜け出し準備,積極策,上昇気流,マイル直線○,ギアシフト,2021.02.24"
R,ダイワスカーレット,トレセン学園,賢さ,"対抗意識○,好位追走,抜け出し準備,前途洋々,テンポアップ,ギアシフト,スタミナキープ,2021.02.24"
R,タマモクロス,トレセン学園,スタミナ,"前途洋々,差し駆け引き,差し焦り,中距離コーナー○,イナズマステップ,軽やかステップ,十万バリキ,ウマ込み冷静,2021.02.24"
R,テイエムオペラオー,トレセン学園,スタミナ,"スタミナキープ,テンポアップ,長距離コーナー○,先行直線○,まき直し,差し直線○,読解力,非根幹距離○,2021.02.24"
R,トウカイテイオー,トレセン学園,スピード,"ポジションセンス,垂れウマ回避,臨機応変,イナズマステップ,軽やかステップ,巧みなステップ,先行直線○,2021.02.24"
R,ナイスネイチャ,トレセン学園,根性,"小倉レース場○,コーナー加速○,隠れ蓑,臨機応変,差しためらい,ささやき,小休憩,鋭い眼光,ペースアップ,2021.02.24"
R,ナリタタイシン,トレセン学園,スピード,"隠れ蓑,ウマ込み冷静,後方待機,仕掛け抜群,追込コーナー○,まなざし,一匹狼,追い上げ,2021.02.24"
R,ニシノフラワー,トレセン学園,スピード,"阪神レース場○,根幹距離○,良バ場○,上昇気流,先行コーナー○,なし,2021.02.24"
R,ハルウララ,トレセン学園,根性,"なし,伏兵○,2021.02.24"
R,ビコーペガサス,トレセン学園,スピード,"外枠得意○,様子見,詰め寄り,積極策,上昇気流,仕掛け準備,抜け駆け禁止,短距離直線○,2021.02.24"
R,ヒシアマゾン,トレセン学園,パワー,"スタミナキープ,直線一気,追込直線○,先行のコツ○,追込のコツ○,追込ためらい,2021.02.24"
R,ビワハヤヒデ,トレセン学園,パワー,"阪神レース場○,道悪○,曇りの日○,外枠得意○,追込駆け引き,内弁慶,2021.02.24"
R,ファインモーション,トレセン学園,賢さ,"右回り○,秋ウマ娘○,外枠得意○,直線加速,垂れウマ回避,コーナー巧者○,2021.02.24"
R,フジキセキ,トレセン学園,賢さ,"夏ウマ娘○,曇りの日○,トリック,マイルコーナー○,負けん気,抜け出し準備,2021.02.24"
R,マーベラスサンデー,トレセン学園,賢さ,"直線巧者,ペースアップ,逃げためらい,先行ためらい,尻尾上がり,阪神レース場○,2021.02.24"
R,マチカネフクキタル,トレセン学園,賢さ,"函館レース場○,ウマ込み冷静,トリック,差しコーナー○,小休憩,ラッキーセブン,スリーセブン,なし,2021.02.24"
R,マヤノトップガン,トレセン学園,スタミナ,"非根幹距離○,コーナー巧者○,直線巧者,直線回復,垂れウマ回避,臨機応変,2021.02.24"
R,マルゼンスキー,トレセン学園,スピード,"先駆け,積極策,マイルコーナー○,ギアシフト,アクセラレーション,2021.02.24"
R,マンハッタンカフェ,トレセン学園,スタミナ,"道悪○,雨の日○,長距離直線○,パス上手,スタミナイーター,登山家,非根幹距離○,2021.02.24"
R,ミホノブルボン,トレセン学園,パワー,"雪の日○,先駆け,逃げ直線○,逃げコーナー○,集中力,2021.02.24"
R,メイショウドトウ,トレセン学園,根性,"非根幹距離○,良バ場○,内枠得意○,伏兵○,ホークアイ,差し直線○,ふり絞り,先行コーナー○,2021.02.24"
R,メジロドーベル,トレセン学園,賢さ,"京都レース場○,晴れの日○,テンポアップ,食い下がり,差しのコツ○,負けん気,2021.02.24"
R,メジロマックイーン,トレセン学園,スタミナ,"京都レース場○,春ウマ娘○,スタミナキープ,深呼吸,長距離コーナー○,リードキープ,栄養補給,かく乱,先駆け,2021.02.24"
R,メジロライアン,トレセン学園,パワー,"道悪○,雨の日○,テンポアップ,中距離直線○,ペースキープ,2021.02.24"
R,ユキノビジン,トレセン学園,根性,"中山レース場○,冬ウマ娘○,食い下がり,中距離コーナー○,コーナー加速○,2021.02.24"
R,ライスシャワー,トレセン学園,スタミナ,"京都レース場○,おひとり様○,深呼吸,先行駆け引き,先行けん制,先行焦り,直滑降,かく乱,登山家,良バ場○,2021.02.24"
R,桐生院葵,トレセン学園,友人,"なし,おひとり様○,追込ためらい,ふり絞り,2021.02.24"
R,駿川たづな,トレセン学園,友人,"なし,展開窺い,尻尾上がり,2021.02.24"
R,スイープトウショウ,トレセン学園,スピード,"ポジションセンス,トリック,ささやき,お見通し,下校の楽しみ,スリップストリーム,なし,2021.03.02"
R,ツインターボ,トレセン学園,スピード,"対抗意識○,徹底マーク○,先駆け,急ぎ足,先頭プライド,勢い任せ,2021.03.09"
R,ダイタクヘリオス,トレセン学園,パワー,"ペースアップ,スタミナキープ,マイルコーナー○,ギアシフト,スピードイーター,シンパシー,スリップストリーム,伏兵○,2021.03.09"
R,メジロパーマー,トレセン学園,根性,"中山レース場○,阪神レース場○,先駆け,急ぎ足,先行焦り,勢い任せ,シンパシー,道悪○,2021.03.18"
R,イクノディクタス,トレセン学園,賢さ,"隠れ蓑,ウマ込み冷静,ホークアイ,読解力,鋭い眼光,トリック,2021.03.18"
R,キタサンブラック,トレセン学園,スピード,"コーナー巧者○,コーナー回復○,直線回復,集中力,別腹タンク,長距離コーナー○,逃げ直線○,危険回避,なし,2021.03.30"
R,サトノダイヤモンド,トレセン学園,スタミナ,"良バ場○,晴れの日○,逃げ焦り,中距離コーナー○,束縛,小休憩,読解力,逃げためらい,2021.03.30"
R,マチカネタンホイザ,トレセン学園,根性,"隠れ蓑,ペースキープ,食い下がり,深呼吸,がんばり屋,逃げけん制,2021.03.30"
R,ヤエノムテキ,トレセン学園,パワー,"ペースアップ,末脚,抜け出し準備,テンポアップ,尻尾上がり,中距離コーナー○,2021.04.26"
R,ゼンノロブロイ,トレセン学園,スタミナ,"直線巧者,ポジションセンス,垂れウマ回避,臨機応変,巧みなステップ,読解力,先行のコツ○,差しのコツ○,中距離直線○,2021.04.26"
R,サクラチヨノオー,トレセン学園,スタミナ,"食い下がり,ギアシフト,中距離コーナー○,先行のコツ○,春ウマ娘○,2021.05.17"
R,シーキングザパール,トレセン学園,根性,"良バ場○,ペースキープ,スプリントギア,展開窺い,短距離直線○,負けん気,ウマ好み,2021.05.17"
R,カワカミプリンセス,トレセン学園,スピード,"根幹距離○,好位追走,軽やかステップ,まき直し,食い下がり,2021.05.28"
R,ヒシアケボノ,トレセン学園,根性,"晴れの日○,押し切り準備,短距離コーナー○,善後策,仕掛け準備,栄養補給,スプリントギア,2021.05.28"
R,バンブーメモリー,トレセン学園,パワー,"徹底マーク○,直線巧者,詰め寄り,マイル直線○,アクセラレーション,差し直線○,根幹距離○,2021.06.21"
R,シンコウウインディ,トレセン学園,スピード,"道悪○,対抗意識○,抜け出し準備,逃げためらい,負けん気,2021.06.21"
R,メジロアルダン,トレセン学園,賢さ,"左回り○,好位追走,軽やかステップ,先行コーナー○,先行のコツ○,先行ためらい,2021.07.12"
R,ナリタブライアン,トレセン学園,スピード,"右回り○,栄養補給,好位追走,中距離直線○,中距離コーナー○,内弁慶,長距離直線○,外差し準備,一匹狼,2021.07.20"
R,トーセンジョーダン,トレセン学園,スタミナ,"伏兵○,スタミナキープ,位置取り押し上げ,中距離直線○,中距離コーナー○,先行直線○,ラッキーセブン,2021.08.20"
R,樫本理子,トレセン学園,友人,"なし,ペースアップ,おひとり様○,一匹狼,シンパシー,2021.08.30"
R,ナカヤマフェスタ,トレセン学園,スタミナ,"道悪○,伏兵○,差し切り体勢,外差し準備,食い下がり,差し直線○,鋭い眼光,ラッキーセブン,ありったけ,中山レース場○,阪神レース場○,2021.10.20"
R,シリウスシンボリ,トレセン学園,根性,"道悪○,抜け出し準備,中距離コーナー○,一匹狼,かく乱,2021.10.20"
